institution_name,institution_display_name,parent_organization,work_unit,location_hint,target_level,total_relevant_packages,total_pagu,months_found,relevant_categories,official_website,contact_email,contact_phone,contact_person,contact_role,contact_source_url,contact_source_type,contact_notes
Kantor Pertanahan KAB MADIUN,Kantor Pertanahan KAB MADIUN — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB MADIUN,"Jawa Timur, Madiun (Kota)",NATIONAL,8,26417000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB MALINAU,Kantor Pertanahan KAB MALINAU — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB MALINAU,"Kalimantan Utara, Malinau (Kab.)",NATIONAL,5,15912000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB MALUKU TENGAH,Kantor Pertanahan KAB MALUKU TENGAH — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB MALUKU TENGAH,"Maluku, Maluku Tengah (Kab.)",NATIONAL,3,3915000,June 2026,IT_HARDWARE; STORAGE,,,,,,,,
Kantor Pertanahan KAB MOJOKERTO,Kantor Pertanahan KAB MOJOKERTO — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB MOJOKERTO,"Jawa Timur, Mojokerto (Kab.)",NATIONAL,3,158547000,May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB NUNUKAN,Kantor Pertanahan KAB NUNUKAN — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB NUNUKAN,"Kalimantan Utara, Nunukan (Kab.)",NATIONAL,2,469000,June 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB PATI,Kantor Pertanahan KAB PATI — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB PATI,"Jawa Tengah, Pati (Kab.)",NATIONAL,24,344388000,June 2026; May 2026,IT_HARDWARE; STORAGE,,,,,,,,
Kantor Pertanahan KAB PELALAWAN,Kantor Pertanahan KAB PELALAWAN — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB PELALAWAN,"Riau, Pelalawan (Kab.)",NATIONAL,3,6014000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB PENAJAM PASER UTARA PROV KALIMANTAN TIMUR,Kantor Pertanahan KAB PENAJAM PASER UTARA PROV KALIMANTAN TIMUR — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB PENAJAM PASER UTARA PROV KALIMANTAN TIMUR,"Kalimantan Timur, Penajem Paser Utara (Kab.)",PROVINCE,10,34544000,June 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB PONOROGO,Kantor Pertanahan KAB PONOROGO — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB PONOROGO,"Jawa Timur, Ponorogo (Kab.)",NATIONAL,5,3255000,May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB ROKAN HILIR,Kantor Pertanahan KAB ROKAN HILIR — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB ROKAN HILIR,"Riau, Rokan Hilir (Kab.)",NATIONAL,1,16000000,May 2026,OFFICE_FURNITURE,,,,,,,,
Kantor Pertanahan KAB SAMPANG,Kantor Pertanahan KAB SAMPANG — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB SAMPANG,"Jawa Timur, Sampang (Kab.) | Jawa Timur, Sampang (Kab.) | Jawa Timur, Sampang (Kab.) | Jawa Timur, Sampang (Kab.)",NATIONAL,3,18000000,May 2026,IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
Kantor Pertanahan KAB SUKABUMI,Kantor Pertanahan KAB SUKABUMI — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB SUKABUMI,"Jawa Barat, Sukabumi (Kab.)",NATIONAL,9,82101000,June 2026; May 2026,IT_HARDWARE; STORAGE,,,,,,,,
Kantor Pertanahan KAB TABALONG,Kantor Pertanahan KAB TABALONG — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB TABALONG,"Kalimantan Selatan, Tabalong (Kab.)",NATIONAL,7,33443000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB TANGERANG,Kantor Pertanahan KAB TANGERANG — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB TANGERANG,"Banten, Tangerang (Kab.)",NATIONAL,1,10000,June 2026,IT_HARDWARE; STORAGE,,,,,,,,
Kantor Pertanahan KAB TASIKMALAYA,Kantor Pertanahan KAB TASIKMALAYA — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB TASIKMALAYA,"Jawa Barat, Tasikmalaya (Kab.)",NATIONAL,11,40084000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KAB TIMOR TENGAH SELATAN,Kantor Pertanahan KAB TIMOR TENGAH SELATAN — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KAB TIMOR TENGAH SELATAN,"Nusa Tenggara Timur, Timor Tengah Selatan (Kab.)",NATIONAL,3,2950000,May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KABUPATEN BENGKULU TENGAH,Kantor Pertanahan KABUPATEN BENGKULU TENGAH — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KABUPATEN BENGKULU TENGAH,"Bengkulu, Bengkulu Tengah (Kab.)",NATIONAL,1,600000,May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KABUPATEN SUMBA BARAT DAYA,Kantor Pertanahan KABUPATEN SUMBA BARAT DAYA — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KABUPATEN SUMBA BARAT DAYA,"Nusa Tenggara Timur, Sumba Barat Daya (Kab.)",NATIONAL,1,8000000,May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KOTA BALIKPAPAN,Kantor Pertanahan KOTA BALIKPAPAN — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KOTA BALIKPAPAN,"Kalimantan Timur, Balikpapan (Kota)",NATIONAL,1,1077000,June 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KOTA BONTANG DI PROV KALIMANTAN TIMUR,Kantor Pertanahan KOTA BONTANG DI PROV KALIMANTAN TIMUR — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KOTA BONTANG DI PROV KALIMANTAN TIMUR,"Kalimantan Timur, Bontang (Kota)",PROVINCE,2,1018000,June 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KOTA MADIUN,Kantor Pertanahan KOTA MADIUN — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KOTA MADIUN,"Jawa Timur, Madiun (Kota)",NATIONAL,1,6100000,May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan KOTA PEKALONGAN,Kantor Pertanahan KOTA PEKALONGAN — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KOTA PEKALONGAN,"Jawa Tengah, Pekalongan (Kota)",NATIONAL,4,15053000,June 2026; May 2026,IT_HARDWARE; STORAGE,,,,,,,,
Kantor Pertanahan KOTA SAMARINDA,Kantor Pertanahan KOTA SAMARINDA — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KOTA SAMARINDA,"Kalimantan Timur, Samarinda (Kota)",NATIONAL,1,7300000,June 2026,DESKTOP; LAPTOP,,,,,,,,
Kantor Pertanahan KOTA SEMARANG,Kantor Pertanahan KOTA SEMARANG — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan KOTA SEMARANG,"Jawa Tengah, Semarang (Kota)",NATIONAL,1,17000000,June 2026,OFFICE_FURNITURE,,,,,,,,
Kantor Pertanahan Kabupaten Cirebon,Kantor Pertanahan Kabupaten Cirebon — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan Kabupaten Cirebon,"Jawa Barat, Cirebon (Kab.)",NATIONAL,7,7877000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kantor Pertanahan Kabupaten Halmahera Barat,Kantor Pertanahan Kabupaten Halmahera Barat — Kementerian Agraria dan Tata Ruang/BPN,Kementerian Agraria dan Tata Ruang/BPN,Kantor Pertanahan Kabupaten Halmahera Barat,"Maluku Utara, Halmahera Barat (Kab.)",NATIONAL,4,9760000,June 2026,IT_HARDWARE; PRINTER,,,,,,,,
Kanwil Kemenhaj Provinsi Sulawesi Utara 695237,Kanwil Kemenhaj Provinsi Sulawesi Utara 695237 — Kementerian Haji Dan Umrah Republik Indonesia,Kementerian Haji Dan Umrah Republik Indonesia,Kanwil Kemenhaj Provinsi Sulawesi Utara 695237,"Sulawesi Utara, Manado (Kota)",PROVINCE,2,312000000,May 2026,LAPTOP,,,,,,,,
Kanwil Kemenhaj Provinsi Sumatera Barat 695142,Kanwil Kemenhaj Provinsi Sumatera Barat 695142 — Kementerian Haji Dan Umrah Republik Indonesia,Kementerian Haji Dan Umrah Republik Indonesia,Kanwil Kemenhaj Provinsi Sumatera Barat 695142,"Sumatera Barat, Padang (Kota)",PROVINCE,1,2500000,May 2026,IT_HARDWARE; LAPTOP,,,,,,,,
Kanwil Kemenhaj Provinsi Sumatera Selatan 695174,Kanwil Kemenhaj Provinsi Sumatera Selatan 695174 — Kementerian Haji Dan Umrah Republik Indonesia,Kementerian Haji Dan Umrah Republik Indonesia,Kanwil Kemenhaj Provinsi Sumatera Selatan 695174,"Sumatera Selatan, Palembang (Kota)",PROVINCE,1,100000000,May 2026,LAPTOP,,,,,,,,
Kanwil Kementerian Haji Dan Umrah Prov Sulawesi Barat,Kanwil Kementerian Haji Dan Umrah Prov Sulawesi Barat — Kementerian Haji Dan Umrah Republik Indonesia,Kementerian Haji Dan Umrah Republik Indonesia,Kanwil Kementerian Haji Dan Umrah Prov Sulawesi Barat,"Sulawesi Barat, Mamuju (Kab.)",PROVINCE,2,149000000,May 2026,LAPTOP; PRINTER,,,,,,,,
Kanwil Kementerian Haji dan Umrah Prov Gorontalo,Kanwil Kementerian Haji dan Umrah Prov Gorontalo — Kementerian Haji Dan Umrah Republik Indonesia,Kementerian Haji Dan Umrah Republik Indonesia,Kanwil Kementerian Haji dan Umrah Prov Gorontalo,"Gorontalo, Gorontalo (Kota)",PROVINCE,1,3720128000,May 2026,LAPTOP,,,,,,,,
Kapanewon Kokap,Kapanewon Kokap — Kab. Kulon Progo,Kab. Kulon Progo,Kapanewon Kokap,"DI Yogyakarta, Kulon Progo (Kab.)",LOCAL_AGENCY,1,167200,June 2026,IT_HARDWARE,,,,,,,,
Kapanewon Ngawen,Kapanewon Ngawen — Kab. Gunungkidul,Kab. Gunungkidul,Kapanewon Ngawen,"DI Yogyakarta, Gunung Kidul (Kab.)",LOCAL_AGENCY,1,2000000,June 2026,NETWORKING,,,,,,,,
Kapanewon Pajangan,Kapanewon Pajangan — Kab. Bantul,Kab. Bantul,Kapanewon Pajangan,"DI Yogyakarta, Bantul (Kab.) | DI Yogyakarta, Bantul (Kab.) | DI Yogyakarta, Bantul (Kab.)",LOCAL_AGENCY,1,3140000,May 2026,OFFICE_FURNITURE,,,,,,,,
Kapanewon Ponjong,Kapanewon Ponjong — Kab. Gunungkidul,Kab. Gunungkidul,Kapanewon Ponjong,"DI Yogyakarta, Gunung Kidul (Kab.)",LOCAL_AGENCY,1,700000,May 2026,OFFICE_FURNITURE,,,,,,,,
Kapanewon Rongkop,Kapanewon Rongkop — Kab. Gunungkidul,Kab. Gunungkidul,Kapanewon Rongkop,"DI Yogyakarta, Gunung Kidul (Kab.)",LOCAL_AGENCY,2,23638000,May 2026,DESKTOP,,,,,,,,
Kecamatan Abiansemal,Kecamatan Abiansemal — Kab. Badung,Kab. Badung,Kecamatan Abiansemal,"Bali, Badung (Kab.)",LOCAL_AGENCY,3,217925100,June 2026; May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
Kecamatan Ambarawa,Kecamatan Ambarawa — Kab. Semarang,Kab. Semarang,Kecamatan Ambarawa,"Jawa Tengah, Semarang (Kab.)",LOCAL_AGENCY,1,270000,May 2026,IT_HARDWARE,,,,,,,,
Kecamatan Ampelgading,Kecamatan Ampelgading — Kab. Pemalang,Kab. Pemalang,Kecamatan Ampelgading,"Jawa Tengah, Pemalang (Kab.)",LOCAL_AGENCY,2,49879800,May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
Kecamatan Amurang Timur,Kecamatan Amurang Timur — Kab. Minahasa Selatan,Kab. Minahasa Selatan,Kecamatan Amurang Timur,"Sulawesi Utara, Minahasa Selatan (Kab.)",LOCAL_AGENCY,2,15600000,June 2026,IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
Kecamatan Antapani,Kecamatan Antapani — Kota Bandung,Kota Bandung,Kecamatan Antapani,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,1,6000000,June 2026,AUDIO,,,,,,,,
Kecamatan Arcamanik,Kecamatan Arcamanik — Kota Bandung,Kota Bandung,Kecamatan Arcamanik,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,8,730997700,June 2026; May 2026,CCTV; OFFICE_FURNITURE,,,,,,,,
Kecamatan Asemrowo,Kecamatan Asemrowo — Kota Surabaya,Kota Surabaya,Kecamatan Asemrowo,"Jawa Timur, Surabaya (Kota)",LOCAL_AGENCY,10,541087327,June 2026; May 2026,AUDIO; CCTV; DESKTOP; IT_HARDWARE; LAPTOP; NETWORKING; OFFICE_FURNITURE,,,,,,,,
Kecamatan Astana Anyar,Kecamatan Astana Anyar — Kota Bandung,Kota Bandung,Kecamatan Astana Anyar,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,3,231788657,May 2026,CCTV; OFFICE_FURNITURE,,,,,,,,
Kecamatan Atambua Barat,Kecamatan Atambua Barat — Kab. Belu,Kab. Belu,Kecamatan Atambua Barat,"Nusa Tenggara Timur, Belu (Kab.)",LOCAL_AGENCY,2,7120000,May 2026,CCTV; NETWORKING,,,,,,,,
Kecamatan Babakan Ciparay,Kecamatan Babakan Ciparay — Kota Bandung,Kota Bandung,Kecamatan Babakan Ciparay,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,1,11000000,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Babakancikao,Kecamatan Babakancikao — Kab. Purwakarta,Kab. Purwakarta,Kecamatan Babakancikao,"Jawa Barat, Purwakarta (Kab.)",LOCAL_AGENCY,4,46273000,June 2026,DESKTOP; OFFICE_FURNITURE,,,,,,,,
Kecamatan Badas,Kecamatan Badas — Kab. Kediri,Kab. Kediri,Kecamatan Badas,"Jawa Timur, Kediri (Kab.)",LOCAL_AGENCY,1,10608000,May 2026,DESKTOP,,,,,,,,
Kecamatan Bahorok,Kecamatan Bahorok — Kab. Langkat,Kab. Langkat,Kecamatan Bahorok,"Sumatera Utara, Langkat (Kab.)",LOCAL_AGENCY,2,11200000,June 2026; May 2026,DESKTOP; NETWORKING,,,,,,,,
Kecamatan Balaraja,Kecamatan Balaraja — Kab. Tangerang,Kab. Tangerang,Kecamatan Balaraja,"Banten, Tangerang (Kab.)",LOCAL_AGENCY,1,32850000,June 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Bancak,Kecamatan Bancak — Kab. Semarang,Kab. Semarang,Kecamatan Bancak,"Jawa Tengah, Semarang (Kab.)",LOCAL_AGENCY,1,402000,May 2026,IT_HARDWARE,,,,,,,,
Kecamatan Banda Baro,Kecamatan Banda Baro — Kab. Aceh Utara,Kab. Aceh Utara,Kecamatan Banda Baro,"Aceh, Aceh Utara (Kab.)",LOCAL_AGENCY,2,1070000,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Bandung Kulon,Kecamatan Bandung Kulon — Kota Bandung,Kota Bandung,Kecamatan Bandung Kulon,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,1,10127973,May 2026,CCTV,,,,,,,,
Kecamatan Bandung Wetan,Kecamatan Bandung Wetan — Kota Bandung,Kota Bandung,Kecamatan Bandung Wetan,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,3,264824893,May 2026,AUDIO; OFFICE_FURNITURE,,,,,,,,
Kecamatan Banjarmasin Selatan,Kecamatan Banjarmasin Selatan — Kota Banjarmasin,Kota Banjarmasin,Kecamatan Banjarmasin Selatan,"Kalimantan Selatan, Banjarmasin (Kota)",LOCAL_AGENCY,2,27508000,May 2026,IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
Kecamatan Banjarmasin Timur,Kecamatan Banjarmasin Timur — Kota Banjarmasin,Kota Banjarmasin,Kecamatan Banjarmasin Timur,"Kalimantan Selatan, Banjarmasin (Kota)",LOCAL_AGENCY,1,114000,May 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Banjarmasin Utara,Kecamatan Banjarmasin Utara — Kota Banjarmasin,Kota Banjarmasin,Kecamatan Banjarmasin Utara,"Kalimantan Selatan, Banjarmasin (Kota)",LOCAL_AGENCY,2,44735000,June 2026; May 2026,IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
Kecamatan Banjarnegara,Kecamatan Banjarnegara — Kab. Banjarnegara,Kab. Banjarnegara,Kecamatan Banjarnegara,"Jawa Tengah, Banjarnegara (Kab.)",LOCAL_AGENCY,3,4540000,May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
Kecamatan Bantarbolang,Kecamatan Bantarbolang — Kab. Pemalang,Kab. Pemalang,Kecamatan Bantarbolang,"Jawa Tengah, Pemalang (Kab.)",LOCAL_AGENCY,1,25000000,June 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Bantargebang,Kecamatan Bantargebang — Kota Bekasi,Kota Bekasi,Kecamatan Bantargebang,"Jawa Barat, Bekasi (Kota)",LOCAL_AGENCY,1,22950000,May 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Banyakan,Kecamatan Banyakan — Kab. Kediri,Kab. Kediri,Kecamatan Banyakan,"Jawa Timur, Kediri (Kab.)",LOCAL_AGENCY,1,6000000,June 2026,DESKTOP; IT_HARDWARE,,,,,,,,
Kecamatan Baraka,Kecamatan Baraka — Kab. Enrekang,Kab. Enrekang,Kecamatan Baraka,"Sulawesi Selatan, Enrekang (Kab.)",LOCAL_AGENCY,1,66003000,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Batu Brak,Kecamatan Batu Brak — Kab. Lampung Barat,Kab. Lampung Barat,Kecamatan Batu Brak,"Lampung, Lampung Barat (Kab.)",LOCAL_AGENCY,8,18375000,June 2026; May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
Kecamatan Bekasi Utara,Kecamatan Bekasi Utara — Kota Bekasi,Kota Bekasi,Kecamatan Bekasi Utara,"Jawa Barat, Bekasi (Kota)",LOCAL_AGENCY,3,123512000,June 2026; May 2026,AUDIO; CAMERA_VIDEO; IT_HARDWARE,,,,,,,,
Kecamatan Belalau,Kecamatan Belalau — Kab. Lampung Barat,Kab. Lampung Barat,Kecamatan Belalau,"Lampung, Lampung Barat (Kab.)",LOCAL_AGENCY,2,875000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kecamatan Belawang,Kecamatan Belawang — Kab. Barito Kuala,Kab. Barito Kuala,Kecamatan Belawang,"Kalimantan Selatan, Barito Kuala (Kab.)",LOCAL_AGENCY,1,945000,June 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Benowo,Kecamatan Benowo — Kota Surabaya,Kota Surabaya,Kecamatan Benowo,"Jawa Timur, Surabaya (Kota)",LOCAL_AGENCY,2,13486500,June 2026,DESKTOP; IT_HARDWARE; PRINTER,,,,,,,,
Kecamatan Binjai Utara Kota Binjai,Kecamatan Binjai Utara Kota Binjai — Kota Binjai,Kota Binjai,Kecamatan Binjai Utara Kota Binjai,"Sumatera Utara, Binjai (Kota)",LOCAL_AGENCY,2,11000000,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Biringkanaya,Kecamatan Biringkanaya — Kota Makassar,Kota Makassar,Kecamatan Biringkanaya,"Sulawesi Selatan, Makassar (Kota)",LOCAL_AGENCY,1,786455800,May 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Bojongloa Kaler,Kecamatan Bojongloa Kaler — Kota Bandung,Kota Bandung,Kecamatan Bojongloa Kaler,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,3,309459363,May 2026,CCTV; OFFICE_FURNITURE,,,,,,,,
Kecamatan Bojongloa Kidul,Kecamatan Bojongloa Kidul — Kota Bandung,Kota Bandung,Kecamatan Bojongloa Kidul,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,1,121535676,May 2026,CCTV,,,,,,,,
Kecamatan Bolaang Timur,Kecamatan Bolaang Timur — Kab. Bolaang Mongondow,Kab. Bolaang Mongondow,Kecamatan Bolaang Timur,"Sulawesi Utara, Bolaang Mengondow (Kab.)",LOCAL_AGENCY,1,21367500,May 2026,DESKTOP,,,,,,,,
Kecamatan Bontang Barat,Kecamatan Bontang Barat — Kota Bontang,Kota Bontang,Kecamatan Bontang Barat,"Kalimantan Timur, Bontang (Kota)",LOCAL_AGENCY,1,2132808,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Bubutan,Kecamatan Bubutan — Kota Surabaya,Kota Surabaya,Kecamatan Bubutan,"Jawa Timur, Surabaya (Kota)",LOCAL_AGENCY,3,25447194,June 2026; May 2026,IT_HARDWARE; LAPTOP; OFFICE_FURNITURE; PRINTER,,,,,,,,
Kecamatan Bula,Kecamatan Bula — Kab. Seram Bagian Timur,Kab. Seram Bagian Timur,Kecamatan Bula,"Maluku, Seram Bagian Timur (Kab.)",LOCAL_AGENCY,1,975150,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Bunobogu,Kecamatan Bunobogu — Kab. Buol,Kab. Buol,Kecamatan Bunobogu,"Sulawesi Tengah, Buol (Kab.)",LOCAL_AGENCY,1,2723000,May 2026,IT_HARDWARE,,,,,,,,
Kecamatan Busungbiu,Kecamatan Busungbiu — Kab. Buleleng,Kab. Buleleng,Kecamatan Busungbiu,"Bali, Buleleng (Kab.)",LOCAL_AGENCY,1,8880000,June 2026,AUDIO,,,,,,,,
Kecamatan Candipuro,Kecamatan Candipuro — Kab. Lampung Selatan,Kab. Lampung Selatan,Kecamatan Candipuro,"Lampung, Lampung Selatan (Kab.)",LOCAL_AGENCY,5,8326100,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kecamatan Cempa,Kecamatan Cempa — Kab. Pinrang,Kab. Pinrang,Kecamatan Cempa,"Sulawesi Selatan, Pinrang (Kab.)",LOCAL_AGENCY,2,18200000,June 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Ciamis,Kecamatan Ciamis — Kab. Ciamis,Kab. Ciamis,Kecamatan Ciamis,"Jawa Barat, Ciamis (Kab.)",LOCAL_AGENCY,11,50590000,June 2026; May 2026,IT_HARDWARE; LAPTOP; PRINTER,,,,,,,,
Kecamatan Cibadak,Kecamatan Cibadak — Kab. Sukabumi,Kab. Sukabumi,Kecamatan Cibadak,"Jawa Barat, Sukabumi (Kab.) | Jawa Barat, Sukabumi (Kab.)",LOCAL_AGENCY,2,37311284,May 2026,DESKTOP; OFFICE_FURNITURE,,,,,,,,
Kecamatan Cibatu,Kecamatan Cibatu — Kab. Purwakarta,Kab. Purwakarta,Kecamatan Cibatu,"Jawa Barat, Purwakarta (Kab.)",LOCAL_AGENCY,3,26032000,May 2026,DESKTOP; IT_HARDWARE,,,,,,,,
Kecamatan Cibeureum,Kecamatan Cibeureum — Kota Sukabumi,Kota Sukabumi,Kecamatan Cibeureum,"Jawa Barat, Sukabumi (Kota)",LOCAL_AGENCY,1,4400000,May 2026,IT_HARDWARE,,,,,,,,
Kecamatan Cicendo,Kecamatan Cicendo — Kota Bandung,Kota Bandung,Kecamatan Cicendo,"Jawa Barat, Bandung (Kota)",LOCAL_AGENCY,2,112268730,June 2026,CCTV; OFFICE_FURNITURE,,,,,,,,
Kecamatan Cidolog,Kecamatan Cidolog — Kab. Ciamis,Kab. Ciamis,Kecamatan Cidolog,"Jawa Barat, Ciamis (Kab.)",LOCAL_AGENCY,2,43500000,June 2026; May 2026,AUDIO; CAMERA_VIDEO; CCTV; IT_HARDWARE; NETWORKING,,,,,,,,
Kecamatan Cihaurbeuti,Kecamatan Cihaurbeuti — Kab. Ciamis,Kab. Ciamis,Kecamatan Cihaurbeuti,"Jawa Barat, Ciamis (Kab.)",LOCAL_AGENCY,2,1540000,June 2026; May 2026,IT_HARDWARE,,,,,,,,
Kecamatan Cikajang,Kecamatan Cikajang — Kab. Garut,Kab. Garut,Kecamatan Cikajang,"Jawa Barat, Garut (Kab.)",LOCAL_AGENCY,1,67947500,June 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Cikarang Pusat,Kecamatan Cikarang Pusat — Kab. Bekasi,Kab. Bekasi,Kecamatan Cikarang Pusat,"Jawa Barat, Bekasi (Kab.)",LOCAL_AGENCY,2,30788000,June 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Cikelet,Kecamatan Cikelet — Kab. Garut,Kab. Garut,Kecamatan Cikelet,"Jawa Barat, Garut (Kab.)",LOCAL_AGENCY,1,2530000,June 2026,AUDIO,,,,,,,,
Kecamatan Cikembar,Kecamatan Cikembar — Kab. Sukabumi,Kab. Sukabumi,Kecamatan Cikembar,"Jawa Barat, Sukabumi (Kab.) | Jawa Barat, Sukabumi (Kab.)",LOCAL_AGENCY,1,23500000,June 2026,OFFICE_FURNITURE,,,,,,,,
Kecamatan Cimahi Utara,Kecamatan Cimahi Utara — Kota Cimahi,Kota Cimahi,Kecamatan Cimahi Utara,"Jawa Barat, Cimahi (Kota)",LOCAL_AGENCY,2,30812000,June 2026; May 2026,IT_HARDWARE; OFFICE_FURNITURE,,,,,,,,
Kecamatan Cimaragas,Kecamatan Cimaragas — Kab. Ciamis,Kab. Ciamis,Kecamatan Cimaragas,"Jawa Barat, Ciamis (Kab.)",LOCAL_AGENCY,1,1100000,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Cisaga,Kecamatan Cisaga — Kab. Ciamis,Kab. Ciamis,Kecamatan Cisaga,"Jawa Barat, Ciamis (Kab.)",LOCAL_AGENCY,1,990000,June 2026,IT_HARDWARE,,,,,,,,
Kecamatan Cisauk,Kecamatan Cisauk — Kab. Tangerang,Kab. Tangerang,Kecamatan Cisauk,"Banten, Tangerang (Kab.)",LOCAL_AGENCY,1,32155800,June 2026,OFFICE_FURNITURE,,,,,,,,
